*************************************************************************************
PathTrack Raw Pressure Data File Downloaded from Base Station 51100 (NanoFix Pressure Format)
Created 30.07.25 11:50 AM		**237,375**		 (F/W Ver. 160425-UHBnF-915D)
DO NOT MODIFY THIS HEADER
*************************************************************************************
2025,07,28,17,31,25,11.00,1340.00,-0003.42
2025,07,28,17,31,29,10.50,1685.00,-0006.89
2025,07,28,17,31,33,10.00,2053.00,-0010.59
2025,07,28,17,31,37,10.00,2469.00,-0014.78
2025,07,28,17,31,41,10.00,2905.00,-0019.16
2025,07,28,17,31,45,10.00,3348.50,-0023.63
2025,07,28,17,31,49,09.50,3694.50,-0027.11
2025,07,28,17,31,53,10.00,3685.50,-0027.02
2025,07,28,17,31,57,09.50,3615.50,-0026.31
2025,07,28,17,32,01,09.50,3573.00,-0025.88
2025,07,28,17,32,05,09.50,3480.50,-0024.95
2025,07,28,17,32,09,09.50,3405.50,-0024.20
2025,07,28,17,32,13,09.50,3331.00,-0023.45
2025,07,28,17,32,17,09.50,3634.00,-0026.50
2025,07,28,17,32,21,09.50,3684.00,-0027.00
2025,07,28,17,32,25,09.50,3694.00,-0027.10
2025,07,28,17,32,29,09.50,3692.50,-0027.09
2025,07,28,17,32,33,09.50,3696.50,-0027.13
2025,07,28,17,32,37,09.50,3700.50,-0027.17
2025,07,28,17,32,41,09.50,3659.50,-0026.75
2025,07,28,17,32,45,09.50,3671.50,-0026.88
2025,07,28,17,32,49,09.50,3656.50,-0026.72
2025,07,28,17,32,53,09.50,3673.00,-0026.89
2025,07,28,17,32,57,09.50,3690.50,-0027.07
2025,07,28,17,33,01,09.50,3704.00,-0027.20
2025,07,28,17,33,05,09.50,3667.00,-0026.83
2025,07,28,17,33,09,09.50,3563.00,-0025.78
2025,07,28,17,33,13,09.50,3034.50,-0020.47
2025,07,28,17,33,17,09.50,2417.50,-0014.26
2025,07,28,17,33,21,09.50,1762.00,-0007.67
2025,07,28,17,34,37,11.00,1314.50,-0003.16
2025,07,28,17,34,41,10.00,1668.00,-0006.72
2025,07,28,17,34,45,10.00,2063.50,-0010.70
2025,07,28,17,34,49,09.50,2485.50,-0014.94
2025,07,28,17,34,53,09.50,2949.00,-0019.61
2025,07,28,17,34,57,09.50,3419.00,-0024.34
2025,07,28,17,35,01,09.50,3718.50,-0027.35
2025,07,28,17,35,05,09.50,3657.50,-0026.73
2025,07,28,17,35,09,09.50,3653.00,-0026.69
2025,07,28,17,35,13,09.50,3724.00,-0027.40
2025,07,28,17,35,17,09.50,3711.00,-0027.27
2025,07,28,17,35,21,09.50,3706.00,-0027.22
2025,07,28,17,35,25,09.50,3710.50,-0027.27
2025,07,28,17,35,29,09.50,3703.50,-0027.20
2025,07,28,17,35,33,09.50,3708.00,-0027.24
2025,07,28,17,35,37,09.50,3705.00,-0027.21
2025,07,28,17,35,41,09.50,3706.00,-0027.22
2025,07,28,17,35,45,09.50,3712.00,-0027.28
2025,07,28,17,35,49,09.50,3709.50,-0027.26
2025,07,28,17,35,53,09.50,3711.00,-0027.27
2025,07,28,17,35,57,09.50,3707.00,-0027.23
2025,07,28,17,36,01,09.50,3710.00,-0027.26
2025,07,28,17,36,05,09.50,3704.00,-0027.20
2025,07,28,17,36,09,09.50,3705.00,-0027.21
2025,07,28,17,36,13,09.50,3381.00,-0023.95
2025,07,28,17,36,17,09.50,2818.50,-0018.29
2025,07,28,17,36,21,09.50,2237.50,-0012.45
2025,07,28,17,36,25,09.50,1576.50,-0005.80
2025,07,28,17,38,01,12.00,1149.50,-0001.50
2025,07,28,17,38,05,10.50,1481.50,-0004.84
2025,07,28,17,38,09,10.00,1855.00,-0008.60
2025,07,28,17,38,13,10.00,2276.50,-0012.84
2025,07,28,17,38,17,10.00,2748.00,-0017.58
2025,07,28,17,38,21,10.00,3241.00,-0022.54
2025,07,28,17,38,25,09.50,3647.00,-0026.63
2025,07,28,17,38,29,09.50,3904.00,-0029.21
2025,07,28,17,38,33,09.50,3898.00,-0029.15
2025,07,28,17,38,37,09.50,3895.00,-0029.12
2025,07,28,17,38,41,09.50,3891.00,-0029.08
2025,07,28,17,38,45,09.50,3889.00,-0029.06
2025,07,28,17,38,49,09.50,3880.00,-0028.97
2025,07,28,17,38,53,09.50,3880.50,-0028.98
2025,07,28,17,38,57,09.50,3874.00,-0028.91
